351860076,1431350017842
1692198259,1431293793663
479973513,1431347296853
367050002,1431350464884
2858357091,1431350101194
2878655400,1431293700784
1972096250,1431350753265
14776979,1431350552410
2488577875,1431350810711
2287339485,1431348011813
16595911,1431350269671
65848705,1431347390022
28391027,1431350883511
2983057658,1431350340629
377509047,1431349927589
2860149484,1431347624820
374669240,1431349459908
2450608969,1431349562238
535764338,1431347439173
156660584,1431348097216
17741758,1431349798815
1146369678,1431347228025
